# Frequency (Hz),corrected Intensity (arb units),Error (Arb Units)
1.000000000000000000e+13 1.258615043553569828e-08 2.034862852987003600e-09
1.035321843295661523e+13 5.156752106561308960e-09 2.034862851329254657e-09
1.071891319205126367e+13 7.369390877763122178e-09 2.034862851822968986e-09
1.109752496412069922e+13 1.221396475590184159e-08 2.034862852903956321e-09
1.148951000187310938e+13 1.571551988720589448e-10 2.034862850213676697e-09
1.189534067370320703e+13 1.309813232820339470e-08 2.034862853101244274e-09
1.231550603292826172e+13 -2.210849031114891992e-08 2.034862845245462020e-09
1.275051240713012891e+13 7.045763224575237039e-09 2.034862851750756946e-09
1.320088400831416797e+13 8.072764763880101444e-09 2.034862851979915341e-09
1.366716356462004492e+13 3.522448868652233375e-09 2.034862850964586707e-09
1.414991297434578711e+13 1.709531053461459027e-08 2.034862853993148874e-09
1.464971398307287891e+13 2.821842938709130674e-08 2.034862856475091068e-09
1.516716888470924023e+13 5.985133502436831763e-09 2.034862851514094369e-09
1.570290124729377539e+13 1.259771895643044116e-08 2.034862852989584818e-09
1.625755666443793359e+13 3.852204973433198250e-09 2.034862851038166904e-09
1.683180353330954883e+13 1.104991092781571767e-08 2.034862852644217059e-09
1.742633386009647266e+13 1.848415060366202152e-08 2.034862854303045887e-09
1.804186409392075391e+13 1.696518125404125946e-08 2.034862853964112353e-09
1.867913599020784766e+13 2.670079668343414822e-08 2.034862856136456146e-09
1.933891750455232031e+13 3.683924261699093691e-09 2.034862851000617454e-09
2.002200371815584375e+13 3.181153536697724401e-08 2.034862857276833808e-09
2.072921779595369922e+13 2.350039111042901633e-08 2.034862855422338302e-09
2.146141197858401562e+13 1.699932433623560761e-08 2.034862853971731514e-09
2.221946860939519141e+13 -3.134761932601929449e-09 2.034862849479139072e-09
2.300430119772921484e+13 2.641229590460766590e-08 2.034862856072082056e-09
2.381685551976160547e+13 1.536071135516440704e-08 2.034862853606101553e-09
2.465811075822603906e+13 2.620371445355043130e-08 2.034862856025540325e-09
2.552908068239516406e+13 2.298351225983974028e-08 2.034862855307004923e-09
2.643081486974102734e+13 2.790666982813948368e-08 2.034862856405526832e-09
2.736439997074666406e+13 2.593065788028107384e-08 2.034862855964611855e-09
2.833096101839318359e+13 2.980013565836847696e-08 2.034862856828022979e-09
2.933166278390048438e+13 4.212591909255924090e-08 2.034862859578319933e-09
3.036771118035460547e+13 3.713746314070602514e-08 2.034862858465227651e-09
3.144035471591500000e+13 2.983189282409345278e-08 2.034862856835109021e-09
3.255088599835056641e+13 2.609377092785390756e-08 2.034862856001008216e-09
3.370064329271924609e+13 3.894702109979394903e-08 2.034862858869000977e-09
3.489101213406766406e+13 5.646398456468825551e-08 2.034862862777625000e-09
3.612342699709437500e+13 5.897351070303003909e-08 2.034862863337584916e-09
3.739937302478801562e+13 4.401625353881179902e-08 2.034862860000117526e-09
3.872038781812557031e+13 5.817568346140206613e-08 2.034862863159562827e-09
4.008806328898464844e+13 7.018028685105140617e-08 2.034862865838193680e-09
4.150404757850472656e+13 5.600953610908813012e-08 2.034862862676222583e-09
4.297004704320835156e+13 7.680139151796459408e-08 2.034862867315584990e-09
4.448782831127576562e+13 8.339572591340404966e-08 2.034862868787002815e-09
4.605922041145113281e+13 8.603564834253097581e-08 2.034862869376058395e-09
4.768611697714474219e+13 9.900712963641640416e-08 2.034862872270432428e-09
4.937047852839003906e+13 7.288372921386344687e-08 2.034862866441423000e-09
5.111433483440165625e+13 1.154574121370928766e-07 2.034862875941043914e-09
5.291978735958436719e+13 1.156052724209729156e-07 2.034862875974036427e-09
5.478901179593933594e+13 1.205855582176437692e-07 2.034862877085306017e-09
5.672426068491989062e+13 1.121564374416565831e-07 2.034862875204485487e-09
5.872786613189489062e+13 1.216378726701119374e-07 2.034862877320112401e-09
6.080224261649427344e+13 1.395471019566119796e-07 2.034862881316264540e-09
6.294988990221887500e+13 1.360543240317835276e-07 2.034862880536908201e-09
6.517339604882420312e+13 1.481436220642359197e-07 2.034862883234437237e-09
6.747544053110685938e+13 1.753319758610835959e-07 2.034862889301074148e-09
6.985879746785235156e+13 1.466299872463475312e-07 2.034862882896694430e-09
7.232633896483548438e+13 1.872293518632126178e-07 2.034862891955778802e-09
7.488103857590031250e+13 1.939208705836385875e-07 2.034862893448882408e-09
7.752597488629464062e+13 1.861370993911913765e-07 2.034862891712060788e-09
8.026433522257173438e+13 1.958052301536557066e-07 2.034862893869346171e-09
8.309941949353387500e+13 2.273060610535333494e-07 2.034862900898241462e-09
8.603464416684492188e+13 2.372476770694329856e-07 2.034862903116550440e-09
8.907354638610457812e+13 2.402444326607648659e-07 2.034862903785227944e-09
9.221978823334340625e+13 2.496864946207954186e-07 2.034862905892069372e-09
9.547716114208065625e+13 2.509894481818943521e-07 2.034862906182801851e-09
9.884959046625585938e+13 2.663261403058492013e-07 2.034862909604934072e-09
1.023411402105452656e+14 2.815604010427450545e-07 2.034862913004210465e-09
1.059560179277614844e+14 2.973251154538695196e-07 2.034862916521848960e-09
1.096985797892381875e+14 3.016941528073926229e-07 2.034862917496728047e-09
1.135733358343102812e+14 3.248675093035940652e-07 2.034862922667484101e-09
1.175849554052158125e+14 3.395079172006437502e-07 2.034862925934251537e-09
1.217382727739662031e+14 3.418611365880450104e-07 2.034862926459334209e-09
1.260382929679727344e+14 3.584216848730952744e-07 2.034862930154549769e-09
1.304901978014401562e+14 3.890489714606312662e-07 2.034862936988527807e-09
1.350993521198025156e+14 3.658203005885479319e-07 2.034862931805429805e-09
1.398713102647235781e+14 3.992788026175780824e-07 2.034862939271147596e-09
1.448118227674535938e+14 4.240889864996545799e-07 2.034862944807134496e-09
1.499268432786047188e+14 4.258083714716753717e-07 2.034862945190787068e-09
1.552225357427048125e+14 4.346094095373243751e-07 2.034862947154594906e-09
1.607052818261638438e+14 4.398316287110434135e-07 2.034862948319847957e-09
1.663816886076127500e+14 4.635965397101332463e-07 2.034862953622598875e-09
1.722585965398784062e+14 4.492239216548219852e-07 2.034862950415584485e-09
1.783430876931905625e+14 4.888243632604325121e-07 2.034862959251775529e-09
1.846424942895546250e+14 4.681644165536366256e-07 2.034862954641846277e-09
1.911644075385703750e+14 4.869788074400503953e-07 2.034862958839969865e-09
1.979166867853557500e+14 4.891634349989333081e-07 2.034862959327434017e-09
2.049074689815845938e+14 4.908974528018972120e-07 2.034862959714351471e-09
2.121451784910627812e+14 5.053716394485001286e-07 2.034862962944029783e-09
2.196385372416542500e+14 5.213569549995937650e-07 2.034862966510891728e-09
2.273965752357932188e+14 5.074867600625858347e-07 2.034862963415984299e-09
2.354286414322420312e+14 4.971884384625934574e-07 2.034862961118081934e-09
2.437444150122221875e+14 5.208922309741815300e-07 2.034862966407195952e-09
2.523539170434765938e+14 5.175137548403820896e-07 2.034862965653344488e-09
2.612675225563326562e+14 5.001190768500902507e-07 2.034862961772006258e-09
2.704959730463131562e+14 4.958399284341241603e-07 2.034862960817184233e-09
2.800503894183625312e+14 4.876022280374127381e-07 2.034862958979076415e-09
2.899422853882881250e+14 4.473417190497526734e-07 2.034862949995601727e-09
3.001835813575591875e+14 4.593592037961459335e-07 2.034862952677107033e-09
3.107866187782013750e+14 4.335862574183965116e-07 2.034862946926295125e-09
3.217641750250735625e+14 4.177469710448012294e-07 2.034862943392017479e-09
3.331294787934670000e+14 4.107031495558223644e-07 2.034862941820304004e-09
3.448962260405752500e+14 3.906219819666426014e-07 2.034862937339519566e-09
3.570785964900470000e+14 3.774405682118584706e-07 2.034862934398302295e-09
3.696912707195031875e+14 3.641067973944558029e-07 2.034862931423089969e-09
3.827494478516315000e+14 3.517587222719426185e-07 2.034862928667818350e-09
3.962688638701478125e+14 3.252849146227353371e-07 2.034862922760620915e-09
4.102658105827190625e+14 2.868844124365357428e-07 2.034862914192176242e-09
4.247571552536894375e+14 2.578933768247379343e-07 2.034862907723300838e-09
4.397603609302712500e+14 2.764648613060530478e-07 2.034862911867224244e-09
4.552935074866938125e+14 2.173410799839871990e-07 2.034862898674718764e-09
4.713753134116728750e+14 1.962644361347387582e-07 2.034862893971810688e-09
4.880251583654433750e+14 1.888259969232932673e-07 2.034862892312044251e-09
5.052631065335680000e+14 1.708544608951881238e-07 2.034862888301989688e-09
5.231099308056258125e+14 1.570517829694711088e-07 2.034862885222147699e-09
5.415871378079465000e+14 1.432258402476891529e-07 2.034862882137114739e-09
5.607169938205469375e+14 1.092259327897307776e-07 2.034862874550591355e-09
5.805225516094907500e+14 1.115241731871204758e-07 2.034862875063405698e-09
6.010276782070387500e+14 8.671148490101754341e-08 2.034862869526860038e-09
6.222570836730231250e+14 8.992185336553723937e-08 2.034862870243201757e-09
6.442363508721370000e+14 5.661778371329848016e-08 2.034862862811943069e-09
6.669919663030115000e+14 5.645291414254648818e-08 2.034862862775155039e-09
6.905513520162316250e+14 3.183523525835601963e-08 2.034862857282122388e-09
7.149428986597562500e+14 4.444819601936173551e-08 2.034862860096498129e-09
7.401959996915652500e+14 1.795072655946681518e-08 2.034862854184021214e-09
7.663410868007462500e+14 2.582726296620163315e-08 2.034862855941541374e-09
7.934096665797492500e+14 2.734240310647036429e-08 2.034862856279620017e-09
