Time(s),Term n=1,Term n=3,Term n=5,Term n=7,Term n=9,Term n=11,Term n=13,Term n=15,Term n=17,Term n=19,Term n=21,Term n=23,Term n=25,Term n=27,Term n=29,Term n=31,Term n=33,Term n=35,Term n=37,Term n=39,Term n=41,Term n=43,Term n=45,Term n=47,Term n=49,Term n=51,Term n=53,Term n=55,Term n=57,Term n=59
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.039993420588421945,0.039940808668486413,0.039835709409742459,0.039678371623255215,0.039469167648727536,0.039208592305240972,0.038897261497258327,0.038535910480164637,0.038125391790667373,0.03766667284840259,0.037160833236099318,0.036609061666636862,0.036012652646284241,0.035373002844336754,0.03469160718025624,0.033970054640278718,0.033210023836270378,0.032413278320390204,0.031581661669850318,0.030717092356752511,0.029821558418618596,0.028897111945821043,0.027945863402657367,0.026969975799295099,0.0259716587322423,0.024953162311370052,0.023916770991827731,0.022864797329446934,0.021799575678426407,0.020723455850226485
0.02,0.079947372499187305,0.079527099891668118,0.078690531446677273,0.077445575907139033,0.075803984943995456,0.073781220955535701,0.071396283331096488,0.068671495306731195,0.065632254020437111,0.062306746820937724,0.058725637291122047,0.054921724809856867,0.050929581789406507,0.046785172986174364,0.042525461486674583,0.038188006116058611,0.033810555101437295,0.029430640845741939,0.02508518062984471,0.020810087961817766,0.016639899134047793,0.012607419333720315,0.0087433923829641439,0.005076197865425622,0.0016315790305956649,-0.0015675955391997504,-0.0045015339561321598,-0.0071536846769706692,-0.0095108601991223292,-0.011563319737219642
0.029999999999999999,0.11982242600545921,0.1184075029461826,0.1156077314404939,0.11148249970829793,0.10611900853301025,0.099630071508811119,0.092151277070257512,0.083837590207972101,0.074859486934110139,0.065398727035279214,0.055643880084974368,0.045785725819506108,0.036012652646284248,0.026506177189616651,0.017436703429805456,0.0089596323020253825,0.0012119218360127841,-0.0056908156299631885,-0.011656608523179736,-0.01661876052413705,-0.020536790691040176,-0.023396665307614674,-0.025210327582525713,-0.026014550960922599,-0.025869160460548365,-0.024854683579742548,-0.023069507455912498,-0.020626631658430136,-0.017650115933814586,-0.014271329124282176
0.040000000000000001,0.15957922924360057,0.15623691262202494,0.14967828540618225,0.14014970434917998,0.12800684270509935,0.11369881562881366,0.097748238256733552,0.08072818438833676,0.063237159027845283,0.045873286605390369,0.029208944223226656,0.013767034726696468,6.2370749320310006e-18,-0.011727474026445127,-0.021151304437508966,-0.02811588533878763,-0.032576718287071829,-0.034597793309287174,-0.034343975603717193,-0.032068896715819237,-0.028099063032826697,-0.022815068149866519,-0.016630920600686924,-0.0099725688907675442,-0.0032567189641551238,0.0031290044949725581,0.0088435988276617944,0.013607116855107487,0.017211367200776477,0.019526467531286337
0.050000000000000003,0.1991785470487123,0.19267955240082318,0.18006326323142119,0.16206639160195102,0.13972931701328686,0.1143239866472347,0.087266518554896685,0.060021087743807086,0.034002273953086415,0.010483081423616444,-0.0094846927166053648,-0.025132115530542148,-0.036012652646284248,-0.042017212637542864,-0.043364270797226948,-0.040566575907083284,-0.034377719430716873,-0.025723323318774468,-0.015622666410877534,-0.0051071422320182712,0.0048580133426515118,0.013442759469824869,0.020007029247935702,0.024137547685396967,0.025664568431011867,0.024658114767050616,0.021404995117238809,0.016369387566492827,0.010141029073727563,0.0033759075770968074
0.059999999999999998,0.2385812996750043,0.22741195483198637,0.20601448592019356,0.17617691187336615,0.14035551895852311,0.10143166530431191,0.062430263885453294,0.026230177148892475,-0.0047027866175992509,-0.028532580597366988,-0.044197699204964497,-0.051470790852078972,-0.050929581789406507,-0.043845488503622854,-0.032005230458767395,-0.01748771068870883,-0.0024226476514905199,0.011241504492382429,0.02193495758137546,0.028608931239677698,0.030809748064066039,0.028679962397989839,0.022890498435577066,0.014515656691403398,0.0048690061158164427,-0.0046780646995098537,-0.012872374801810546,-0.018728589629108502,-0.021635761107255493,-0.021410163908927256
0.070000000000000007,0.27774860136278656,0.26012583265269523,0.22689294824273143,0.18180161112569607,0.12983572019827355,0.076546219848422525,0.027324808372195922,-0.013278569803247474,-0.042098046124685276,-0.057680567715627504,-0.060361374407946179,-0.052085504431015138,-0.03601265264628422,-0.015973870939172252,0.0041318077932917408,0.020907472917462769,0.031911263449958802,0.035930395803416615,0.033045510680090873,0.024489001969156193,0.012333278035716051,-0.00093007954856793619,-0.012845303493388225,-0.02140545974951983,-0.02535869007490418,-0.024364231640594213,-0.018982200155234524,-0.010509793767317584,-0.00070163895769162011,0.0085705830417687999
0.080000000000000002,0.31664179871401871,0.29053081516747231,0.24218455316501022,0.17866956741670717,0.10900532560491777,0.042610067078734097,-0.012275325326430815,-0.049892761802060745,-0.067768328490934948,-0.066880373544080871,-0.051191985879684279,-0.026669036029902612,-1.2474149864062001e-17,0.022718067729176276,0.037070058740461043,0.040991196688307627,0.034910957101390715,0.021382612200883187,0.0043129521417189214,-0.012018224047848049,-0.023927998303518497,-0.029085743532952325,-0.026909394796112252,-0.01854452011707269,-0.0064620775247759138,0.0062086627198827161,0.016445140481177685,0.022016777560455485,0.021941876700297382,0.016627931024478994
0.089999999999999997,0.35522250883854778,0.31835702559903073,0.2515127706239163,0.16693164025492313,0.079518531568849943,0.0036357655080384043,-0.049856281572411176,-0.075630982747577111,-0.07456405073922763,-0.052950347801443753,-0.020537834064650033,0.012076026146208079,0.036012652646284234,0.046021326432233514,0.041309193169425794,0.02517346767606729,0.0036309826062260304,-0.016515390205784804,-0.029619750989105992,-0.032631058407176221,-0.025684675459722965,-0.011759637196845588,0.00442618993441579,0.01791507273048188,0.024952732554354321,0.023974194022811045,0.01588695128929524,0.0036214281281583987,-0.0088713052537606491,-0.017848672777095585
0.10000000000000001,0.39345265723338635,0.34335747653365595,0.25464790894703254,0.14715320422870967,0.043716961914820725,-0.035768423384853296,-0.079236340738536012,-0.084882636315677523,-0.060592495858880421,-0.02070803459123088,0.018735840820637482,0.044785757808737725,0.050929581789406507,0.03815083072596178,0.013567333008047822,-0.012692021201076967,-0.031214316048514205,-0.036378272706718937,-0.027839795394620722,-0.010088529672650949,0.0095964062739850205,0.023955172781417847,0.028294212105225838,0.021916434672360992,0.0080296460659874929,-0.0077147579849683881,-0.019435328860395635,-0.023149809904275686,-0.018071446133350346,-0.0066686891056505953
0.11,0.43129451535765068,0.36531026219897406,0.2515127706239163,0.12028691690466395,0.0044437133987135424,-0.070943408905280503,-0.095582754897715755,-0.075630982747577166,-0.029744964674373993,0.018695921517818244,0.050146271135649539,0.055112559242037826,0.03601265264628422,0.004437867629831815,-0.02467816496964307,-0.039441415973011693,-0.035409741872256408,-0.01651539020578489,0.0075067189557509887,0.025796323287882839,0.031039299460484698,0.022210955274351005,0.0044261899344158204,-0.013790035328539303,-0.024448297998231571,-0.023489541213987237,-0.01222889925361028,0.0036214281281584083,0.016755632926264776,0.021569682675930044
0.12,0.46871073786607476,0.38402052811529802,0.24218455316501025,0.087626832669680049,-0.035182422079335383,-0.097730154861215432,-0.096206690147457696,-0.049892761802060828,0.0093870134849176733,0.051634101602329431,0.060510814158930303,0.037895323717496439,1.8711224796093e-17,-0.032281201685274659,-0.043818175770259878,-0.031646707433685826,-0.0048357342195030377,0.021382612200883111,0.033802350592349997,0.027564915473676191,0.0077229707003420023,-0.014264833225296744,-0.026909394796112245,-0.024511948603104138,-0.0095655252625730085,0.0091904066248249296,0.021737011025394222,0.022016777560455482,0.010761189976978277,-0.0053668101476951847
0.13,0.50566439946435826,0.39932220063778262,0.22689294824273146,0.050746072691221084,-0.072014628937927261,-0.11296143760639135,-0.08100551491143379,-0.013278569803247505,0.04590455870341683,0.066715203292993144,0.045479575085575784,0.0017388443734096604,-0.036012652646284261,-0.047133751032587878,-0.029034773045953369,0.0038652395485631592,0.030486563885679718,0.035930395803416615,0.019342345516747246,-0.0071217590093022162,-0.026730019185290773,-0.02843450918984566,-0.012845303493388208,0.0091764790501628456,0.023847377179274713,0.022912185917342384,0.0081376323652387061,-0.010509793767317666,-0.0214505946519888,-0.018575098077913944
0.14000000000000001,0.5421190313499733,0.41107946103785437,0.20601448592019356,0.011421053214169571,-0.10312796481158384,-0.11483633369333708,-0.052479681884304442,0.026230177148892409,0.069636952329283353,0.058723595702496349,0.01136101427023826,-0.035286670891777921,-0.050929581789406507,-0.030059015944847882,0.0082269413681036827,0.035991881237013912,0.03587358150296413,0.011241504492382428,-0.018438807148539422,-0.032389735144274567,-0.022637845934250105,0.0018592412209113007,0.022890498435577077,0.026239114534331105,0.011063653701019907,-0.010629784928430853,-0.023268648737991768,-0.018728589629108443,-0.0014025854824418966,0.015731384462783996
0.14999999999999999,0.5780386572024695,0.41918795103986051,0.18006326323142122,-0.028454078149816014,-0.12605163791262858,-0.10313315829215074,-0.01532142669605481,0.06002108774380701,0.073974344301151837,0.030423087221182688,-0.027525650342974769,-0.054676689266068758,-0.036012652646284227,0.0073769832240263176,0.039119473834953705,0.036595636813343817,0.0060357135469307323,-0.025723323318774378,-0.033988212246475184,-0.014821504030832652,0.01409850383420653,0.02924567100278095,0.020007029247935727,-0.0042378414265683466,-0.023152341657421555,-0.02224440669046391,-0.0037580857933719736,0.016369387566492838,0.022062523738940035,0.0097972653763131173
0.16,0.61338782868775998,0.42357569911251214,0.14967828540618228,-0.066958676838010669,-0.13896521910188336,-0.079235676863856117,0.024357061439539907,0.080728184388336746,0.057708701790838757,-0.0083989068022946953,-0.054860075445042573,-0.046740508846668277,-2.4948299728124002e-17,0.039815989017532208,0.039726261529168749,0.0051477170723742798,-0.029728725164977605,-0.034597793309287188,-0.0085578864517302112,0.022348524243651677,0.030504560290657349,0.010900249717815755,-0.016630920600686893,-0.027036746751862472,-0.012518118952811467,0.012027212327210973,0.023975982968632764,0.013607116855107432,-0.0082229954011591409,-0.021198084269778809
0.17000000000000001,0.64813166044134551,0.42420375929329085,0.11560773144049392,-0.10223811201709274,-0.14084320695187444,-0.045969490860396277,0.060029038304468159,0.083837590207972115,0.025370265609273454,-0.044316232543823525,-0.059170276841443083,-0.015444456906023852,0.036012652646284254,0.045284588709754173,0.0095775379780270939,-0.030808744412809428,-0.036302018239798409,-0.0056908156299632666,0.027190719141281978,0.029962089276524655,0.0029224981952551683,-0.024490039391828821,-0.025210327582525716,-0.00085092384230682353,0.022365934420345335,0.021488838952880836,-0.00075459284129099206,-0.020626631658430147,-0.018474941997344577,0.0020308885763637161
0.17999999999999999,0.68223586449595908,0.42106655687556926,0.0786905314466773,-0.13259309761489346,-0.13153646551086856,-0.0072679429544716644,0.085826793719033123,0.068671495306731292,-0.014034194098529689,-0.064907283321766471,-0.038647306214804417,0.02357039266739008,0.050929581789406507,0.020078482642591673,-0.027985980362444544,-0.039781883326243973,-0.0072297363537879977,0.02943064084574188,0.030155359955335994,-0.0020499326281842507,-0.028873858282873536,-0.021584922867540872,0.0087433923829640676,0.026876588736738462,0.013923180908080908,-0.013377173813646165,-0.023833956049560522,-0.0071536846769706492,0.016283362864986887,0.020064884569454534
0.19,0.71566678411964924,0.41419193789010167,0.039835709409742487,-0.1565615409424175,-0.11178406758082571,0.032292955348958784,0.097506835582066895,0.038535910480164734,-0.049529906960744025,-0.063050873784913058,-0.001904448599448683,0.050805281816715703,0.036012652646284234,-0.01872831109127248,-0.043883147513099054,-0.01391272630185972,0.028941547781730064,0.032413278320390204,-0.0032384439460935053,-0.03135086910675286,-0.019033597511172888,0.01507282931258937,0.027945863402657357,0.0059095447098464707,-0.021491259058135492,-0.020648464585267468,0.0052405396483544463,0.022864797329446934,0.011370730884935957,-0.013226737253526882
0.20000000000000001,0.74839142703091133,0.40364092194168377,3.1185374660155008e-17,-0.17298896654643586,-0.083154603003434621,0.068035584275537367,0.093147905063465417,3.1185374660155008e-17,-0.071230750930885392,-0.039389022475311147,0.035637687001472025,0.052648815905437026,-5.9283736279251694e-17,-0.044848991326853743,-0.025806600932100413,0.024141658936480983,0.036694629267425762,3.1185374660155008e-17,-0.032727642319596004,-0.019189523770023392,0.018253449439778302,0.028160994554070968,-6.933585971696355e-17,-0.025764314166490467,-0.015273294429202298,0.014674341706488504,0.022847599355189627,-5.1059271648396537e-17,-0.021244259049562272,-0.012684600458151001
0.20999999999999999,0.78037749795808564,0.38950716059482066,-0.039835709409742417,-0.18108412322383854,-0.047921612817516751,0.095733790349876294,0.073467005907468561,-0.038535910480164547,-0.073092694921782636,-0.0021049168730749796,0.058223042626826767,0.028179637410493334,-0.036012652646284248,-0.040590029133219442,0.012249052028915417,0.041051976705802344,0.0084166242837208569,-0.032413278320390176,-0.022756984279260803,0.01835043036204222,0.029218697607642664,-0.0027865680466384862,-0.027945863402657364,-0.010758817009879979,0.020531767514845457,0.019726600161322199,-0.0095408377257424886,-0.022864797329446945,-0.002102147824657319,0.0203045186764974
